Query_ID,Query_Length,Subject_ID,%_Identity,Alignment_Length,Query_Start,Query_End,Subject_Start,Subject_End,E-value,Bit_Score,Subject_Taxonomy_ID
ASV6135_count_7,408,gi|1806469009|dbj|AP022617.1|,93.382,408,1,408,2938220,2937813,2.29e-168,604,85693
ASV6135_count_7,408,gi|1806469009|dbj|AP022617.1|,89.027,401,9,408,1201390,1200991,1.44e-135,496,85693
ASV6135_count_7,408,gi|1806469009|dbj|AP022617.1|,85.323,402,7,408,2146178,2145777,1.15e-111,416,85693
ASV6135_count_7,408,gi|1802092219|gb|CP035734.1|,93.382,408,1,408,1982399,1982806,2.29e-168,604,1226751
ASV6135_count_7,408,gi|1802092219|gb|CP035734.1|,89.027,401,9,408,3719216,3719615,1.44e-135,496,1226751
ASV6135_count_7,408,gi|1802092219|gb|CP035734.1|,85.049,408,1,408,2774425,2774832,1.15e-111,416,1226751
ASV6135_count_7,408,gi|1806435961|dbj|AP022610.1|,92.892,408,1,408,2129953,2130360,4.96e-165,593,212765
ASV6135_count_7,408,gi|2021407906|dbj|AP023362.1|,92.910,409,1,408,2863138,2862731,4.96e-165,593,2759662
ASV6135_count_7,408,gi|2021401477|dbj|AP023333.1|,92.910,409,1,408,2638267,2638674,4.96e-165,593,2755560
ASV6135_count_7,408,gi|2841713191|gb|CP146371.1|,92.892,408,1,408,3746775,3746368,4.96e-165,593,3122055
ASV6135_count_7,408,gi|1806357128|dbj|AP022593.1|,92.892,408,1,408,1635075,1634668,4.96e-165,593,1286181
ASV6135_count_7,408,gi|1806357128|dbj|AP022593.1|,85.287,401,9,408,5966013,5966412,1.49e-110,412,1286181
ASV6135_count_7,408,gi|1806324602|dbj|AP022586.1|,92.647,408,1,408,2567095,2566688,2.31e-163,588,758802
ASV6136_count_7,408,gi|1721646517|gb|CP042430.1|,88.372,86,175,260,2521852,2521937,1.02e-17,104,496014
ASV6136_count_7,408,gi|1189126139|gb|CP021033.1|,89.610,77,202,278,226288,226212,4.74e-16,99.0,1981173
ASV6136_count_7,408,gi|1431845127|gb|CP024941.1|,90.541,74,201,274,2017574,2017647,4.74e-16,99.0,169427
ASV6136_count_7,408,gi|2221602649|gb|CP084255.1|,91.549,71,207,277,2199948,2199878,4.74e-16,99.0,169427
ASV6136_count_7,408,gi|1431880390|gb|CP024935.1|,87.013,77,199,275,503514,503438,1.03e-12,87.9,60548
ASV6136_count_7,408,gi|2221602817|gb|CP084268.1|,85.526,76,199,274,305175,305250,1.72e-10,80.5,2878150
ASV6136_count_7,408,gi|2853226856|gb|CP118314.1|,89.655,58,210,267,1445614,1445557,8.00e-09,75.0,3028319
ASV6136_count_7,408,gi|1537792128|gb|CP032509.1|,92.000,50,210,259,1444368,1444319,1.03e-07,71.3,2341112
ASV6137_count_7,411,gi|134141640|gb|EF173184.1|,90.024,411,1,411,242,652,1.11e-146,532,433698
ASV6137_count_7,411,gi|134141642|gb|EF173185.1|,88.564,411,1,411,242,652,1.12e-136,499,433698
ASV6137_count_7,411,gi|157365250|gb|EF650485.1|,88.321,411,1,411,215,625,5.22e-135,494,468654
ASV6137_count_7,411,gi|134141790|gb|EF173259.1|,88.321,411,1,411,169,579,5.22e-135,494,104782
ASV6137_count_7,411,gi|2522199053|gb|OR145184.1|,88.078,411,1,411,212,622,2.43e-133,488,3053817
ASV6137_count_7,411,gi|703599942|gb|KM043178.1|,88.078,411,1,411,257,667,2.43e-133,488,758807
ASV6137_count_7,411,gi|157365442|gb|EF650581.1|,88.107,412,1,411,215,625,2.43e-133,488,468645;1236090
ASV6137_count_7,411,gi|157365440|gb|EF650580.1|,88.107,412,1,411,149,559,2.43e-133,488,468645;1236091
ASV6137_count_7,411,gi|187475727|gb|EU499791.1|,88.078,411,1,411,246,656,2.43e-133,488,104788
ASV6137_count_7,411,gi|2522199075|gb|OR145195.1|,88.107,412,1,411,212,622,2.43e-133,488,3053817
ASV6139_count_7,399,gi|2320776884|gb|CP075528.1|,89.801,402,1,399,1467961,1468359,5.02e-140,510,1894999
ASV6139_count_7,399,gi|2515462020|gb|CP126889.1|,89.356,404,1,399,356126,355728,1.09e-136,499,1894999
ASV6139_count_7,399,gi|2575820322|emb|OY730441.1|,85.158,411,1,399,4483550,4483957,6.77e-109,407,1913988
ASV6139_count_7,399,gi|2022647145|gb|CP072611.1|,86.145,332,75,399,3099433,3099103,3.22e-92,351,1701758
ASV6139_count_7,399,gi|2842900254|gb|CP171994.1|,85.251,339,68,399,1062532,1062195,1.94e-89,342,3374551
ASV6139_count_7,399,gi|1608350199|gb|CP038440.1|,85.207,338,69,399,2208627,2208291,6.97e-89,340,2561924
ASV6139_count_7,399,gi|1697102039|gb|CP041243.1|,85.119,336,73,399,2820510,2820178,1.17e-86,333,2591463
ASV6139_count_7,399,gi|2740307369|emb|OZ035981.1|,85.670,321,69,382,781989,782308,4.19e-86,331,74313
ASV6139_count_7,399,gi|1952965593|dbj|AP024269.1|,87.726,277,125,399,1327110,1327384,9.08e-83,320,2795690
ASV6141_count_7,402,gi|1855710909|gb|CP050137.1|,91.045,402,1,400,643377,642978,6.45e-149,540,2653203
ASV6141_count_7,402,gi|2174742726|gb|CP090059.1|,91.582,392,12,402,752848,752458,6.45e-149,540,2899123
ASV6141_count_7,402,gi|1808526431|gb|CP048422.1|,90.750,400,1,400,403595,403994,3.00e-147,534,424800
ASV6141_count_7,402,gi|1441477124|gb|CP029985.1|,90.299,402,1,400,1083729,1084128,6.50e-144,523,2219696
ASV6141_count_7,402,gi|1899794700|gb|CP061038.1|,90.025,401,1,400,4109058,4109457,3.02e-142,518,653931
ASV6141_count_7,402,gi|2290416052|gb|CP096971.1|,89.776,401,1,400,2702966,2703365,1.41e-140,512,2937788
ASV6141_count_7,402,gi|2800730394|gb|CP128316.1|,90.256,390,12,400,2342366,2342754,1.82e-139,508,185951
ASV6141_count_7,402,gi|469477505|gb|CP004036.1|,90.026,391,11,400,2999305,2999694,2.35e-138,505,745310
ASV6141_count_7,402,gi|2261017996|gb|CP099621.1|,89.974,389,12,400,2512118,2511730,8.47e-138,503,2952889
ASV6141_count_7,402,gi|695169020|gb|CP009571.1|,89.277,401,1,400,3366917,3366518,3.05e-137,501,1549858
ASV6142_count_7,408,gi|2809411073|gb|CP170086.1|,90.686,408,1,408,2311848,2312255,5.07e-150,544,3342640
ASV6142_count_7,408,gi|2693424943|gb|CP146232.1|,87.317,410,1,408,3297121,3297528,1.13e-126,466,3114537
ASV6142_count_7,408,gi|1910139756|gb|CP061718.1|,87.073,410,1,408,2785219,2785626,5.25e-125,460,2771361
ASV6142_count_7,408,gi|2619757590|gb|CP137852.1|,87.073,410,1,408,5111912,5111505,5.25e-125,460,1225128
ASV6142_count_7,408,gi|2156612837|gb|CP087719.1|,85.366,410,1,408,2561753,2561349,3.21e-112,418,2897332
ASV6142_count_7,408,gi|2234989563|gb|CP085081.1|,85.086,409,1,408,1027949,1028356,1.15e-111,416,3133721
ASV6143_count_7,408,gi|2874254073|emb|OY970156.1|,85.922,412,1,408,1191679,1191274,4.12e-116,431,153809
ASV6143_count_7,408,gi|2006285830|gb|CP061177.1|,85.401,411,1,408,1308750,1309154,3.21e-112,418,2768162
ASV6143_count_7,408,gi|1910139756|gb|CP061718.1|,85.060,415,1,408,2785219,2785626,5.37e-110,411,2771361
ASV6143_count_7,408,gi|2619757590|gb|CP137852.1|,85.014,347,63,408,5111850,5111505,3.30e-92,351,1225128
ASV6143_count_7,408,gi|325049009|dbj|AP012035.1|,85.366,328,80,406,2894292,2893966,2.57e-88,339,926570
ASV6144_count_7,408,gi|1043378333|ref|NC_030600.1|,87.192,406,1,406,11462,11867,1.46e-125,462,89940
ASV6144_count_7,408,gi|442736106|gb|JX989833.1|,86.914,405,3,407,208,612,2.44e-123,455,1282988
ASV6144_count_7,408,gi|1280082891|gb|MG132079.1|,86.700,406,1,406,206,611,3.16e-122,451,1955105
ASV6144_count_7,408,gi|2328358126|ref|NC_067712.1|,86.553,409,1,408,20898,21305,1.14e-121,449,99896
ASV6144_count_7,408,gi|1799706669|gb|MN593345.1|,86.453,406,1,406,6453,6858,1.47e-120,446,1758292
ASV6144_count_7,408,gi|2577881716|ref|NC_082316.1|,86.453,406,1,406,5576,5981,1.47e-120,446,73230
ASV6144_count_7,408,gi|2587927395|ref|NC_082832.1|,86.453,406,1,406,13057,13462,1.47e-120,446,1916091
ASV6144_count_7,408,gi|240266482|ref|NC_012828.1|,86.207,406,1,406,7835,8240,6.84e-119,440,74035
ASV6144_count_7,408,gi|1011058795|ref|NC_029759.1|,86.207,406,1,406,16215,15810,6.84e-119,440,1802957
ASV6144_count_7,408,gi|2482362030|gb|CP098264.1|,86.207,406,1,406,15193,15598,6.84e-119,440,1254446
ASV6147_count_7,402,gi|1070909706|gb|CP017311.1|,93.035,402,1,402,3348322,3347921,2.27e-163,588,795665
ASV6147_count_7,402,gi|2440541217|gb|CP097269.1|,92.537,402,1,402,4420944,4420543,4.92e-160,577,2940492
ASV6147_count_7,402,gi|2116809958|gb|CP075183.1|,92.289,402,1,402,4828502,4828101,2.29e-158,571,65656
ASV6147_count_7,402,gi|1899480090|gb|CP060790.1|,92.289,402,1,402,2391593,2391192,2.29e-158,571,1926868
ASV6147_count_7,402,gi|2518726401|gb|CP124551.1|,92.289,402,1,402,4030211,4029810,2.29e-158,571,2070761
ASV6147_count_7,402,gi|2440531925|gb|CP097267.1|,92.289,402,1,402,4204949,4204548,2.29e-158,571,2940488
ASV6147_count_7,402,gi|1821485461|gb|CP049989.1|,92.040,402,1,402,2542248,2541847,1.06e-156,566,2716225
ASV6147_count_7,402,gi|2595867725|gb|CP136797.1|,92.040,402,1,402,349677,350078,1.06e-156,566,3273430
ASV6147_count_7,402,gi|2741189916|dbj|AP028672.1|,91.791,402,1,402,1748752,1748351,4.95e-155,560,3056107
ASV6147_count_7,402,gi|1913357307|gb|CP062121.1|,91.791,402,1,402,5530588,5530187,4.95e-155,560,2774875
ASV6148_count_7,408,gi|2221602738|gb|CP084263.1|,88.235,68,207,274,488156,488223,4.78e-11,82.4,2878151
ASV6148_count_7,408,gi|2498952415|gb|CP110397.1|,87.500,64,211,274,179089,179026,8.00e-09,75.0,2880218
ASV6148_count_7,408,gi|1431886705|gb|CP024906.1|,87.500,64,211,274,229137,229074,8.00e-09,75.0,134536
ASV6148_count_7,408,gi|1052702473|emb|LT607803.1|,87.500,48,194,241,4821515,4821468,0.003,56.5,1034889
ASV6148_count_7,408,gi|2457522977|gb|CP119316.1|,100.000,28,214,241,3218161,3218134,0.037,52.8,3121345
ASV6152_count_7,408,gi|320337441|gb|HQ708872.1|,86.064,409,1,408,269,676,2.46e-118,438,946377
ASV6152_count_7,408,gi|320337447|gb|HQ708875.1|,86.064,409,1,408,269,676,2.46e-118,438,946377
ASV6152_count_7,408,gi|320336649|gb|HQ708476.1|,85.784,408,1,408,269,676,1.15e-116,433,140046;147705;944626
ASV6152_count_7,408,gi|411101606|gb|JQ412797.1|,85.784,408,1,408,244,651,1.15e-116,433,1450477
ASV6152_count_7,408,gi|411101612|gb|JQ412800.1|,85.784,408,1,408,244,651,1.15e-116,433,1450477
ASV6152_count_7,408,gi|320337303|gb|HQ708803.1|,85.575,409,1,408,269,676,5.33e-115,427,2711122
ASV6152_count_7,408,gi|411101608|gb|JQ412798.1|,85.539,408,1,408,244,651,5.33e-115,427,1450477
ASV6152_count_7,408,gi|411101596|gb|JQ412792.1|,85.539,408,1,408,244,651,5.33e-115,427,1450477
ASV6152_count_7,408,gi|411101610|gb|JQ412799.1|,85.539,408,1,408,244,651,5.33e-115,427,1450477
ASV6152_count_7,408,gi|908775953|gb|KT247389.1|,85.575,409,1,408,249,656,5.33e-115,427,1695209
ASV6153_count_7,408,gi|323101737|gb|HQ919140.1|,91.892,37,372,408,617,653,0.037,52.8,129185
ASV6154_count_7,411,gi|2283475449|gb|OP169428.1|,87.591,411,1,411,246,656,5.26e-130,477,468664
ASV6154_count_7,411,gi|2283475405|gb|OP169422.1|,87.591,411,1,411,246,656,5.26e-130,477,468664
ASV6154_count_7,411,gi|134141640|gb|EF173184.1|,87.591,411,1,411,242,652,5.26e-130,477,433698
ASV6154_count_7,411,gi|157365352|gb|EF650536.1|,87.379,412,1,411,215,625,2.45e-128,472,104788
ASV6154_count_7,411,gi|703599942|gb|KM043178.1|,87.136,412,1,411,257,667,1.14e-126,466,758807
ASV6154_count_7,411,gi|157365474|gb|EF650597.1|,87.105,411,1,411,242,652,1.14e-126,466,468651
ASV6154_count_7,411,gi|1509790195|gb|MH251758.1|,86.650,412,1,411,146,556,1.47e-125,462,104788
ASV6154_count_7,411,gi|157365384|gb|EF650552.1|,86.978,407,1,406,242,647,6.85e-124,457,317506
ASV6154_count_7,411,gi|157365382|gb|EF650551.1|,86.978,407,1,406,242,647,6.85e-124,457,317506
ASV6154_count_7,411,gi|134141642|gb|EF173185.1|,86.618,411,1,411,242,652,2.46e-123,455,433698
ASV6155_count_7,408,gi|1240686132|dbj|AP017928.1|,94.872,39,69,107,1025851,1025813,6.23e-05,62.1,1432792
ASV6156_count_7,408,gi|2720925111|gb|PP723269.1|,88.000,75,279,353,534,608,2.86e-13,89.8,2936351
ASV6156_count_7,408,gi|2720925113|gb|PP723270.1|,88.000,75,279,353,534,608,2.86e-13,89.8,2936351
ASV6156_count_7,408,gi|2577080554|gb|OR552941.1|,87.013,77,277,353,522,598,1.03e-12,87.9,2609681
ASV6157_count_7,408,gi|1214476616|gb|MF126059.1|,97.727,44,68,111,313,356,2.22e-09,76.8,2013454
ASV6157_count_7,408,gi|1214481300|gb|MF128401.1|,97.727,44,68,111,291,334,2.22e-09,76.8,2013454
ASV6157_count_7,408,gi|1214477438|gb|MF126470.1|,97.727,44,68,111,313,356,2.22e-09,76.8,2013454
ASV6158_count_7,408,gi|2594663255|gb|OQ631087.1|,85.149,404,6,407,270,668,6.94e-109,407,3081563
ASV6159_count_7,408,gi|909731552|gb|KM829284.1|,86.667,90,125,214,376,465,1.32e-16,100,1687069
ASV6160_count_7,408,gi|2006285830|gb|CP061177.1|,86.257,342,69,407,1308815,1309153,1.18e-96,366,2768162
ASV6160_count_7,408,gi|1562504724|gb|CP022219.1|,88.583,254,154,406,264503,264755,7.24e-79,307,1325115
ASV6160_count_7,408,gi|2724675814|gb|CP152414.1|,88.235,255,154,407,9365678,9365425,9.37e-78,303,3140246
ASV6160_count_7,408,gi|1934990994|gb|CP061379.1|,88.235,255,154,407,7260812,7260559,9.37e-78,303,83627
ASV6160_count_7,408,gi|2283149660|gb|CP029008.1|,88.189,254,154,406,1754627,1754879,3.37e-77,302,2171499
ASV6160_count_7,408,gi|2283162160|gb|CP028989.1|,88.189,254,154,406,1759904,1760156,3.37e-77,302,244734
ASV6160_count_7,408,gi|2699518398|gb|CP147714.1|,88.189,254,154,406,772887,773139,3.37e-77,302,3139728
ASV6160_count_7,408,gi|2283137165|gb|CP028986.1|,88.189,254,154,406,1887599,1887851,3.37e-77,302,2171497
ASV6160_count_7,408,gi|1955052628|gb|CP067101.1|,88.189,254,154,406,7130559,7130307,3.37e-77,302,1355477
ASV6160_count_7,408,gi|2283130928|gb|CP028985.1|,88.189,254,154,406,1695997,1696249,3.37e-77,302,2170627
ASV6161_count_7,408,gi|1771306479|gb|MN344758.1|,85.135,74,165,238,155,228,2.22e-09,76.8,2611579
ASV6161_count_7,408,gi|323897369|gb|HQ983981.1|,89.831,59,303,361,548,606,2.22e-09,76.8,1619284
ASV6161_count_7,408,gi|1532304990|gb|MH850871.1|,97.674,43,62,104,307,349,8.00e-09,75.0,859961
ASV6161_count_7,408,gi|913202614|gb|KP012010.1|,97.674,43,62,104,306,348,8.00e-09,75.0,859961
ASV6161_count_7,408,gi|1532304992|gb|MH850872.1|,97.674,43,62,104,307,349,8.00e-09,75.0,859970
ASV6161_count_7,408,gi|1393490797|gb|MF812978.1|,100.000,40,62,101,307,346,8.00e-09,75.0,1267525
ASV6161_count_7,408,gi|1532304988|gb|MH850870.1|,97.674,43,62,104,307,349,8.00e-09,75.0,859961
ASV6161_count_7,408,gi|300296609|gb|GU187145.1|,97.674,43,62,104,30,72,8.00e-09,75.0,859961
ASV6161_count_7,408,gi|1532304986|gb|MH850869.1|,97.674,43,62,104,307,349,8.00e-09,75.0,859961
ASV6161_count_7,408,gi|1532304984|gb|MH850868.1|,97.674,43,62,104,307,349,8.00e-09,75.0,859961
ASV6164_count_7,405,gi|2874254073|emb|OY970156.1|,87.500,408,1,405,1191679,1191274,1.12e-126,466,153809
ASV6164_count_7,405,gi|2874254099|emb|OY970182.1|,85.468,406,1,403,1339610,1340012,3.18e-112,418,153809
ASV6164_count_7,405,gi|2006285830|gb|CP061177.1|,85.366,410,1,405,1308750,1309154,1.14e-111,416,2768162
ASV6164_count_7,405,gi|2429062990|gb|CP115851.1|,85.158,411,1,405,2883998,2883594,5.32e-110,411,204525
ASV6164_count_7,405,gi|288926859|gb|CP000613.2|,85.096,416,1,405,820186,820593,6.89e-109,407,414684
ASV6165_count_7,225,gi|1498415624|gb|CP033230.1|,96.774,31,10,40,1907655,1907625,0.019,52.8,13690
ASV6166_count_7,408,gi|2770915984|gb|CP160453.1|,87.990,408,1,408,4305914,4305507,1.12e-131,483,3231910
ASV6166_count_7,408,gi|2770915984|gb|CP160453.1|,87.255,408,1,408,290880,290473,1.13e-126,466,3231910
ASV6166_count_7,408,gi|2509236845|gb|CP116413.1|,87.531,409,1,408,7895663,7895256,2.43e-128,472,2981138
ASV6166_count_7,408,gi|1280007885|gb|CP024894.1|,87.255,408,1,408,6754474,6754067,1.13e-126,466,1896961
ASV6166_count_7,408,gi|2814236701|gb|CP136053.1|,87.255,408,1,408,792798,792391,1.13e-126,466,3076764
ASV6166_count_7,408,gi|407879691|emb|HE804045.1|,87.286,409,1,408,1211790,1212197,1.13e-126,466,1179773
ASV6166_count_7,408,gi|407879691|emb|HE804045.1|,87.688,398,12,408,3343871,3343475,1.46e-125,462,1179773
ASV6166_count_7,408,gi|2658936691|gb|CP107995.1|,87.010,408,1,408,6263974,6263567,5.25e-125,460,2975955
ASV6166_count_7,408,gi|2203495119|gb|CP092497.1|,86.765,408,1,408,3651896,3652303,2.44e-123,455,2919322
ASV6166_count_7,408,gi|2666968524|dbj|AP029194.1|,86.765,408,1,408,6873748,6874155,2.44e-123,455,66854
ASV6166_count_7,408,gi|2666968524|dbj|AP029194.1|,86.553,409,1,408,8941405,8940998,1.14e-121,449,66854
ASV6166_count_7,408,gi|1085685332|emb|LT629701.1|,86.797,409,1,408,4892630,4892223,2.44e-123,455,211114
ASV6166_count_7,408,gi|505812666|gb|CP003410.1|,86.700,406,1,406,7307591,7307186,3.16e-122,451,129921
ASV6167_count_7,402,gi|1855710909|gb|CP050137.1|,91.811,403,1,402,643377,642976,4.95e-155,560,2653203
ASV6167_count_7,402,gi|2174742726|gb|CP090059.1|,92.545,389,12,400,752848,752460,1.78e-154,558,2899123
ASV6167_count_7,402,gi|1899794700|gb|CP061038.1|,91.337,404,1,402,4109058,4109459,1.07e-151,549,653931
ASV6167_count_7,402,gi|1441477124|gb|CP029985.1|,90.571,403,1,402,1083729,1084130,1.08e-146,532,2219696
ASV6167_count_7,402,gi|2429051945|gb|CP115900.1|,90.571,403,1,402,42578,42177,1.08e-146,532,3018036
ASV6167_count_7,402,gi|2250064321|gb|CP098401.1|,91.049,391,12,402,2120633,2121023,1.40e-145,529,2949093
ASV6167_count_7,402,gi|1593517331|gb|CP037913.1|,90.299,402,1,402,3585773,3586174,5.02e-145,527,1523415
ASV6167_count_7,402,gi|695169020|gb|CP009571.1|,90.050,402,1,402,3366917,3366516,2.34e-143,521,1549858
ASV6167_count_7,402,gi|1808526431|gb|CP048422.1|,90.050,402,1,402,403595,403996,2.34e-143,521,424800
ASV6167_count_7,402,gi|1888694396|gb|CP048817.1|,90.050,402,1,402,4158113,4157712,2.34e-143,521,2997354
ASV6168_count_7,408,gi|2874253787|emb|OY969771.1|,86.618,411,1,408,1444512,1444105,1.14e-121,449,91750
ASV6168_count_7,408,gi|2874253894|emb|OY970069.1|,85.285,333,69,394,3414807,3415138,9.24e-88,337,91750
ASV6168_count_7,408,gi|1886910435|gb|CP059851.1|,85.079,315,81,392,3036034,3035726,1.56e-80,313,2759707
ASV6169_count_7,408,gi|2871496751|gb|PP136884.1|,86.914,405,3,407,248,652,2.44e-123,455,3386435
ASV6169_count_7,408,gi|1689866322|gb|MK249366.1|,86.667,405,3,407,148,552,1.14e-121,449,212339
ASV6169_count_7,408,gi|2814351066|gb|PQ438932.1|,87.105,380,3,382,11,390,4.12e-116,431,188231
ASV6169_count_7,408,gi|316990447|gb|GU902108.1|,86.528,386,3,388,247,632,1.92e-114,425,188231
ASV6170_count_7,408,gi|835100921|gb|KT026394.1|,94.286,35,255,289,464,498,0.010,54.7,164966
ASV6171_count_7,408,gi|862569416|emb|LN850251.1|,97.297,37,69,105,261,296,6.23e-05,62.1,1658091
ASV6171_count_7,408,gi|862569391|emb|LN850247.1|,97.297,37,69,105,261,296,6.23e-05,62.1,1658090;1658091
ASV6171_count_7,408,gi|2519784103|ref|NC_077601.1|,89.362,47,59,105,1767,1812,8.05e-04,58.4,3040693
ASV6171_count_7,408,gi|80972559|gb|DQ133904.1|,94.595,37,69,105,308,343,0.003,56.5,278976
ASV6171_count_7,408,gi|576598433|gb|KF809544.1|,100.000,30,74,103,64,93,0.003,56.5,1452779
ASV6171_count_7,408,gi|82791205|gb|DQ133897.1|,94.595,37,69,105,308,343,0.003,56.5,278976
ASV6171_count_7,408,gi|80972544|gb|DQ133896.1|,94.595,37,69,105,314,349,0.003,56.5,278976
ASV6171_count_7,408,gi|155675273|gb|EF519684.1|,94.595,37,69,105,280,315,0.003,56.5,278976
ASV6171_count_7,408,gi|2699877445|gb|PP496969.1|,94.595,37,69,105,314,349,0.003,56.5,278976
ASV6171_count_7,408,gi|1201376651|gb|KY947272.1|,94.595,37,69,105,310,345,0.003,56.5,278976
ASV6173_count_7,402,gi|2874254160|emb|OY970390.1|,88.148,405,1,402,3183480,3183881,5.13e-130,477,86027
ASV6173_count_7,402,gi|2691950742|gb|CP136998.1|,85.608,403,1,402,5325190,5324789,2.44e-113,422,3081984
ASV6173_count_7,402,gi|2897231334|gb|CP168562.1|,86.005,393,12,402,5783910,5783520,3.15e-112,418,2683234
ASV6173_count_7,402,gi|2221514715|gb|CP045094.1|,85.396,404,1,402,3855055,3854654,1.13e-111,416,2615214
ASV6173_count_7,402,gi|909827107|gb|CP011072.1|,85.360,403,1,402,4146254,4145853,1.13e-111,416,198107
ASV6173_count_7,402,gi|2459474170|gb|CP119520.1|,85.714,392,12,402,838001,837611,1.47e-110,412,34071
ASV6173_count_7,402,gi|1525778280|gb|CP033969.1|,85.112,403,1,402,514879,514478,5.28e-110,411,82633
ASV6173_count_7,402,gi|1525772411|gb|CP033966.1|,85.112,403,1,402,5297031,5296630,5.28e-110,411,2488560
ASV6173_count_7,402,gi|1021441185|gb|CP011257.1|,85.112,403,1,402,2232553,2232954,5.28e-110,411,105219
ASV6173_count_7,402,gi|1182267275|gb|CP020737.1|,85.112,403,1,402,3327945,3327544,5.28e-110,411,265293
ASV6174_count_7,408,gi|1495123490|gb|CP033073.1|,89.062,128,187,314,3799920,3800047,2.15e-34,159,1442032
ASV6174_count_7,408,gi|2805280840|gb|CP169412.1|,87.050,139,187,325,3257575,3257713,7.72e-34,158,1906
ASV6174_count_7,408,gi|2886586842|gb|CP177074.1|,86.765,136,190,325,6640760,6640625,3.59e-32,152,1906
ASV6174_count_7,408,gi|2783516945|gb|CP163439.1|,86.131,137,190,326,10394458,10394322,4.65e-31,148,3238628
ASV6174_count_7,408,gi|2831386222|gb|CP130630.2|,85.714,140,187,326,3098675,3098536,4.65e-31,148,376149
ASV6174_count_7,408,gi|2215523186|gb|CP094344.1|,85.000,140,187,326,7147362,7147501,2.16e-29,143,2927875
ASV6174_count_7,408,gi|2215523186|gb|CP094344.1|,85.401,137,190,326,9107880,9107744,2.16e-29,143,2927875
ASV6174_count_7,408,gi|2667469075|gb|CP107772.1|,85.000,140,187,326,1158666,1158527,2.16e-29,143,2975783
ASV6175_count_7,408,gi|2221604056|gb|CP084288.1|,85.437,103,207,307,227863,227763,1.02e-17,104,871203
ASV6175_count_7,408,gi|1190214284|gb|CP021110.1|,95.082,61,206,266,2422287,2422347,1.71e-15,97.1,1416803
ASV6175_count_7,408,gi|2059329679|gb|CP017562.2|,85.000,80,188,266,1472948,1472870,1.72e-10,80.5,754502
ASV6175_count_7,408,gi|2333201673|gb|CP111036.1|,95.556,45,167,211,2223947,2223903,2.88e-08,73.1,2993314
ASV6178_count_7,408,gi|2148332006|gb|OL512928.1|,91.667,48,174,221,430,477,1.34e-06,67.6,1248224
ASV6178_count_7,408,gi|2148331856|gb|OL512853.1|,91.667,48,174,221,416,463,1.34e-06,67.6,1248224
ASV6178_count_7,408,gi|730905663|gb|KP013265.1|,91.667,48,174,221,430,477,1.34e-06,67.6,1248224
ASV6178_count_7,408,gi|2261127513|gb|MZ439864.1|,88.679,53,156,208,419,471,4.81e-06,65.8,2777714
ASV6178_count_7,408,gi|560190196|gb|KF611527.1|,92.857,42,173,214,372,413,6.23e-05,62.1,143432
ASV6178_count_7,408,gi|1829766656|ref|NC_046750.1|,100.000,32,174,205,5887,5918,2.24e-04,60.2,2683229
ASV6178_count_7,408,gi|2261127511|gb|MZ439863.1|,94.444,36,173,208,437,472,0.003,56.5,2777714
ASV6178_count_7,408,gi|1270113244|gb|MF956663.1|,94.444,36,173,208,415,450,0.003,56.5,2048733
ASV6178_count_7,408,gi|2261127537|gb|MZ439876.1|,85.185,54,155,208,412,465,0.003,56.5,2823949
ASV6179_count_7,408,gi|1491927256|gb|MG413413.1|,92.500,40,334,373,579,618,8.05e-04,58.4,2428314
ASV6179_count_7,408,gi|1829660527|gb|MN975050.1|,100.000,29,1,29,95,123,0.010,54.7,2725370
ASV6179_count_7,408,gi|408669904|gb|JX023589.1|,100.000,29,1,29,246,274,0.010,54.7,1184436
ASV6179_count_7,408,gi|373502466|gb|JN378137.1|,100.000,29,1,29,9,37,0.010,54.7,1135984
ASV6179_count_7,408,gi|1829660325|gb|MN974949.1|,100.000,29,1,29,86,114,0.010,54.7,2725370
ASV6179_count_7,408,gi|342741631|gb|JN308591.1|,100.000,28,1,28,246,273,0.037,52.8,1107817
ASV6179_count_7,408,gi|1320953416|gb|MG574196.1|,100.000,28,1,28,206,233,0.037,52.8,2067895
ASV6179_count_7,408,gi|1393493449|gb|MF814304.1|,100.000,28,1,28,236,263,0.037,52.8,1107817
ASV6179_count_7,408,gi|902251099|gb|KR822674.1|,100.000,28,1,28,235,262,0.037,52.8,1079457
ASV6179_count_7,408,gi|924446683|gb|KP646784.1|,100.000,28,1,28,239,266,0.037,52.8,1107817
ASV6180_count_7,411,gi|2756295662|dbj|AP035768.1|,89.744,78,195,272,1270789,1270866,1.33e-16,100,3074435
ASV6180_count_7,411,gi|2655793540|gb|CP109264.1|,88.889,81,198,278,4341879,4341799,1.33e-16,100,35620
ASV6180_count_7,411,gi|2655954857|gb|CP109287.1|,87.654,81,198,278,1960588,1960508,6.19e-15,95.3,1892
ASV6180_count_7,411,gi|1153088090|gb|CP018627.1|,89.333,75,198,272,1806070,1805996,6.19e-15,95.3,1912
ASV6180_count_7,411,gi|2667536197|gb|CP107793.1|,87.654,81,198,278,2034849,2034769,6.19e-15,95.3,68188
ASV6180_count_7,411,gi|2651786115|gb|CP107753.1|,87.654,81,198,278,2459618,2459538,6.19e-15,95.3,68188
ASV6180_count_7,411,gi|2667602711|gb|CP107834.1|,87.654,81,198,278,347107,347027,6.19e-15,95.3,2903660
